name	url
ФИНИСТ, диагностический центр, анализы на герпес, кишечные инфекции, пневмонию, коксаки Москва	http://www.spr.ru/schukino/finist-246418.html
CMD, лабораторно-диагностический центр	http://www.spr.ru/himki-i-gorodskoy-okrug-himki/cmd-4687637.html
ГЕМОТЕСТ, лаборатория	http://www.spr.ru/serpuhov-i-serpuhovskiy-rayon/gemotest-4127815.html
CMD	http://www.spr.ru/zheleznodorozhniy-i-gorodskoy-okrug-zheleznodorozhniy/cmd-4418593.html
CMD, центр молекулярной диагностики	http://www.spr.ru/lyubertsi-i-lyuberetskiy-rayon/cmd-1184493.html
ИРБИСС XXI ВЕК, консультационно-диагностический центр	http://www.spr.ru/strogino/irbiss-xxi-vek-4646560.html
ИНВИТРО, медицинская лаборатория	http://www.spr.ru/moskvoreche-saburovo/invitro-67673.html
ИНВИТРО, медицинская лаборатория	http://www.spr.ru/severnoe-tushino/invitro-1098495.html
ГЕМОТЕСТ, медицинская лаборатория	http://www.spr.ru/arbat/gemotest-65320.html
CMD, центр молекулярной диагностики	http://www.spr.ru/tverskoy/cmd-4418582.html
KDL, клинико-диагностическая лаборатория	http://www.spr.ru/troparevo-nikulino/kdl-206158.html
СИТИЛАБ, медицинская лаборатория	http://www.spr.ru/podolsk-i-podolskiy-rayon/sitilab-970428.html
ЦЕНТР МОЛЕКУЛЯРНОЙ ГЕНЕТИКИ, генетическая экспертиза	http://www.spr.ru/moskvoreche-saburovo/tsentr-molekulyarnoy-genetiki.html
АМД ЛАБОРАТОРИИ, клиника	http://www.spr.ru/fili-davidkovo/amd-laboratorii-242396.html
ЭФИС НАУЧНЫЙ ЦЕНТР, лаборатория	http://www.spr.ru/basmanniy/efis-nauchniy-tsentr.html
DITRIX MEDICAL, медицинская лаборатория	http://www.spr.ru/serpuhov-i-serpuhovskiy-rayon/ditrix-medical.html
МЕДАН, медицинская лаборатория	http://www.spr.ru/lyubertsi-i-lyuberetskiy-rayon/medan-4584727.html
ЦЕНТР БИОТИЧЕСКОЙ МЕДИЦИНЫ	http://www.spr.ru/taganskiy/tsentr-bioticheskoy-meditsini.html
ГЕМОТЕСТ, медицинская лаборатория	http://www.spr.ru/elektrostal-i-gorodskoy-okrug-elektrostal/gemotest-1122330.html
ЦЕНТР МОЛЕКУЛЯРНОЙ ДИАГНОСТИКИ, медицинская лаборатория	http://www.spr.ru/zhukovskiy-i-gorodskoy-okrug-zhukovskiy/tsentr-molekulyarnoy-diagnostiki-1176609.html
МОСКОВСКАЯ МЕЖДУНАРОДНАЯ ЛАБОРАТОРИЯ ПАТОМОРФОЛОГИИ	http://www.spr.ru/savelovskiy/moskovskaya-mezhdunarodnaya-laboratoriya-patomorfologii.html
CMD, центр молекулярной диагностики	http://www.spr.ru/orehovo-zuevo-i-orehovo-zuevskiy-rayon/cmd-4680420.html
ГЕМОТЕСТ, медицинская лаборатория	http://www.spr.ru/fryazino-i-gorodskoy-okrug-fryazino/gemotest-4595629.html
ГЕМОТЕСТ, медицинская лаборатория	http://www.spr.ru/nagorniy/gemotest-4600309.html
ГЕМОCКАН, медицинская лоборатория	http://www.spr.ru/zamoskvoreche/gemockan.html
ЭЭГ ЛАБ, нейрофизиологическая лаборатория	http://www.spr.ru/balashiha-i-gorodskoy-okrug-balashiha/eeg-lab.html
SLEEP LAB, сомнологическая лаборатория	http://www.spr.ru/hamovniki/sleep-lab.html
ГЕМОТЕСТ, медицинская лаборатория	http://www.spr.ru/korolev-i-gorodskoy-okrug-korolev/gemotest-4617201.html
ГЕМОТЕСТ, медицинская лаборатория	http://www.spr.ru/mitischi-i-mitischinskiy-rayon/gemotest-1115773.html
ГЕМОТЕСТ, медицинская лаборатория	http://www.spr.ru/schelkovo-i-schelkovskiy-rayon/gemotest-1115774.html
ГЕМОТЕСТ, медицинская лаборатория	http://www.spr.ru/lyublino/gemotest-4517540.html
ГЕМОТЕСТ, медицинская лаборатория	http://www.spr.ru/obruchevskiy/gemotest-4524972.html
ГЕМОТЕСТ, медицинская лаборатория	http://www.spr.ru/matushkino/gemotest-4280203.html
ГЕМОТЕСТ, медицинская лаборатория	http://www.spr.ru/silino/gemotest-4280202.html
ГЕМОТЕСТ, медицинская лаборатория	http://www.spr.ru/vihino-zhulebino/gemotest-4556883.html
ГЕМОТЕСТ, медицинская лаборатория	http://www.spr.ru/zyuzino/gemotest-1115786.html
ГЕМОТЕСТ, медицинская лаборатория	http://www.spr.ru/zapadnoe-degunino/gemotest-4280204.html
ГЕМОТЕСТ, медицинская лаборатория	http://www.spr.ru/podolsk-i-podolskiy-rayon/gemotest-6136893.html
ГЕМОТЕСТ, медицинская лаборатория	http://www.spr.ru/solntsevo/gemotest-4524982.html
ГЕМОТЕСТ, медицинская лаборатория	http://www.spr.ru/lobnya-i-gorodskoy-okrug-lobnya/gemotest-4448193.html
ГЕМОТЕСТ, медицинская лаборатория	http://www.spr.ru/brateevo/gemotest-4282265.html
ГЕМОТЕСТ, медицинская лаборатория	http://www.spr.ru/brateevo/gemotest-6136057.html
ГЕМОТЕСТ, медицинская лаборатория	http://www.spr.ru/vidnoe-i-leninskiy-rayon/gemotest-6136889.html
ГЕМОТЕСТ, медицинская лаборатория	http://www.spr.ru/vidnoe-i-leninskiy-rayon/gemotest-4632745.html
ГЕМОТЕСТ, медицинская лаборатория	http://www.spr.ru/danilovskiy/gemotest-4524966.html
